Year,Month,Day,Value,data Completeness
2023,12,11,0.8,C
2023,12,12,0.0,C
2023,12,13,0.1,C
2023,12,14,0.0,C
2023,12,15,0.0,C
2023,12,16,2.1,C
2023,12,17,0.0,C
2023,12,18,0.0,C
2023,12,19,0.0,C
2023,12,20,0.0,C
2023,12,21,0.0,C
2023,12,22,0.0,C
2023,12,23,0.6,C
2023,12,24,0.0,C
2023,12,25,0.0,C
2023,12,26,0.0,C
2023,12,27,0.0,C
2023,12,28,0.0,C
2023,12,29,0.0,C
2023,12,30,0.0,C
2023,12,31,0.0,C
2024,1,1,0.0,C
2024,1,2,0.0,C
2024,1,3,0.0,C
2024,1,4,0.0,C
2024,1,5,0.0,C
2024,1,6,0.0,C
2024,1,7,0.0,C
2024,1,8,0.0,C
2024,1,9,0.0,C
2024,1,10,0.0,C
2024,1,11,0.0,C
2024,1,12,0.0,C
2024,1,13,0.0,C
2024,1,14,0.1,C
2024,1,15,0.0,C
2024,1,16,0.0,C
2024,1,17,0.0,C
2024,1,18,0.0,C
2024,1,19,0.0,C
2024,1,20,0.0,C
2024,1,21,0.0,C
2024,1,22,0.0,C
2024,1,23,3.1,C
2024,1,24,0.0,C
2024,1,25,0.0,C
2024,1,26,0.0,C
2024,1,27,1.1,C
2024,1,28,1.4,C
2024,1,29,0.0,C
2024,1,30,0.2,C
2024,1,31,0.0,C
2024,2,1,0.4,C
2024,2,2,0.0,C
2024,2,3,0.0,C
2024,2,4,0.1,C
2024,2,5,0.1,C
2024,2,6,0.3,C
2024,2,7,0.1,C
2024,2,8,4.1,C
2024,2,9,0.4,C
2024,2,10,0.5,C
2024,2,11,0.0,C
2024,2,12,0.0,C
2024,2,13,0.0,C
2024,2,14,0.0,C
2024,2,15,0.0,C
2024,2,16,0.0,C
2024,2,17,0.0,C
2024,2,18,0.0,C
2024,2,19,0.0,C
2024,2,20,0.0,C
2024,2,21,0.0,C
2024,2,22,0.0,C
2024,2,23,0.0,C
2024,2,24,0.0,C
2024,2,25,0.0,C
2024,2,26,0.0,C
2024,2,27,0.0,C
2024,2,28,0.0,C
2024,2,29,0.0,C
2024,3,1,0.1,C
2024,3,2,0.5,C
2024,3,3,0.3,C
2024,3,4,1.4,C
2024,3,5,0.0,C
2024,3,6,0.0,C
2024,3,7,0.1,C
2024,3,8,0.0,C
2024,3,9,2.2,C
2024,3,10,6.7,C
2024,3,11,11.4,C
2024,3,12,0.0,C
2024,3,13,0.0,C
2024,3,14,0.0,C
2024,3,15,0.0,C
2024,3,16,0.0,C
2024,3,17,0.0,C
2024,3,18,0.0,C
2024,3,19,0.3,C
2024,3,20,0.1,C
2024,3,21,0.0,C
2024,3,22,0.0,C
2024,3,23,0.1,C
2024,3,24,0.1,C
2024,3,25,0.1,C
2024,3,26,0.0,C
2024,3,27,0.0,C
2024,3,28,0.0,C
2024,3,29,0.0,C
2024,3,30,0.0,C
2024,3,31,0.0,C
2024,4,1,0.0,C
2024,4,2,0.0,C
2024,4,3,0.0,C
2024,4,4,0.0,C
2024,4,5,1.1,C
2024,4,6,2.8,C
2024,4,7,0.9,C
2024,4,8,0.1,C
2024,4,9,0.1,C
2024,4,10,0.0,C
2024,4,11,0.0,C
2024,4,12,0.0,C
2024,4,13,0.0,C
2024,4,14,0.0,C
2024,4,15,0.0,C
2024,4,16,0.0,C
2024,4,17,0.2,C
2024,4,18,7.4,C
2024,4,19,1.9,C
2024,4,20,33.5,C
2024,4,21,79.0,C
2024,4,22,9.1,C
2024,4,23,36.8,C
2024,4,24,0.0,C
2024,4,25,5.8,C
2024,4,26,32.2,C
2024,4,27,0.8,C
2024,4,28,11.0,C
2024,4,29,0.0,C
2024,4,30,19.6,C
2024,5,1,48.0,C
2024,5,2,0.4,C
2024,5,3,0.0,C
2024,5,4,69.3,C
2024,5,5,5.1,C
2024,5,6,0.0,C
2024,5,7,0.0,C
2024,5,8,0.0,C
2024,5,9,0.0,C
2024,5,10,0.0,C
2024,5,11,0.0,C
2024,5,12,3.0,C
2024,5,13,0.7,C
2024,5,14,0.0,C
2024,5,15,0.0,C
2024,5,16,0.3,C
2024,5,17,0.0,C
2024,5,18,0.0,C
2024,5,19,12.8,C
2024,5,20,23.6,C
2024,5,21,47.6,C
2024,5,22,0.0,C
2024,5,23,1.9,C
2024,5,24,20.9,C
2024,5,25,5.2,C
2024,5,26,0.3,C
2024,5,27,2.9,C
2024,5,28,16.2,C
2024,5,29,0.1,C
2024,5,30,2.4,C
2024,5,31,13.1,C
2024,6,1,59.9,C
2024,6,2,3.8,C
2024,6,3,6.4,C
2024,6,4,1.6,C
2024,6,5,3.5,C
2024,6,6,0.0,C
2024,6,7,0.4,C
2024,6,8,6.2,C
2024,6,9,33.7,C
2024,6,10,0.2,C
2024,6,11,0.3,C
2024,6,12,16.9,C
2024,6,13,6.8,C
2024,6,14,26.7,C
2024,6,15,30.4,C
2024,6,16,12.3,C
2024,6,17,0.0,C
2024,6,18,6.8,C
2024,6,19,8.8,C
2024,6,20,4.1,C
2024,6,21,0.0,C
2024,6,22,0.0,C
2024,6,23,5.1,C
2024,6,24,1.8,C
2024,6,25,17.9,C
2024,6,26,0.0,C
2024,6,27,1.9,C
2024,6,28,1.3,C
2024,6,29,14.2,C
2024,6,30,5.3,C
2024,7,1,3.4,C
2024,7,2,4.2,C
2024,7,3,0.0,C
2024,7,4,6.5,C
2024,7,5,0.6,C
2024,7,6,0.5,C
2024,7,7,0.0,C
2024,7,8,0.0,C
2024,7,9,0.0,C
2024,7,10,8.1,C
2024,7,11,6.7,C
2024,7,12,23.6,C
2024,7,13,8.2,C
2024,7,14,88.1,C
2024,7,15,20.3,C
2024,7,16,14.7,C
2024,7,17,13.6,C
2024,7,18,22.3,C
2024,7,19,37.6,C
2024,7,20,2.9,C
2024,7,21,10.1,C
2024,7,22,0.1,C
2024,7,23,0.0,C
2024,7,24,0.0,C
2024,7,25,0.0,C
2024,7,26,9.5,C
2024,7,27,34.5,C
2024,7,28,68.5,C
2024,7,29,7.0,C
2024,7,30,25.1,C
2024,7,31,48.7,C
2024,8,1,2.9,C
2024,8,2,0.6,C
2024,8,3,0.0,C
2024,8,4,0.0,C
2024,8,5,0.0,C
2024,8,6,6.8,C
2024,8,7,0.0,C
2024,8,8,0.0,C
2024,8,9,0.0,C
2024,8,10,0.0,C
2024,8,11,0.0,C
2024,8,12,19.1,C
2024,8,13,6.7,C
2024,8,14,0.1,C
2024,8,15,11.3,C
2024,8,16,0.0,C
2024,8,17,113.0,C
2024,8,18,38.4,C
2024,8,19,25.8,C
2024,8,20,15.6,C
2024,8,21,3.8,C
2024,8,22,0.0,C
2024,8,23,0.0,C
2024,8,24,0.0,C
2024,8,25,0.0,C
2024,8,26,0.0,C
2024,8,27,0.0,C
2024,8,28,0.0,C
2024,8,29,0.8,C
2024,8,30,16.8,C
2024,8,31,8.6,C
2024,9,1,0.0,C
2024,9,2,0.0,C
2024,9,3,42.0,C
2024,9,4,0.5,C
2024,9,5,22.5,C
2024,9,6,81.0,C
2024,9,7,11.0,C
2024,9,8,31.7,C
2024,9,9,8.9,C
2024,9,10,0.0,C
2024,9,11,0.0,C
2024,9,12,0.0,C
2024,9,13,0.1,C
2024,9,14,45.3,C
2024,9,15,5.9,C
2024,9,16,21.6,C
2024,9,17,14.9,C
2024,9,18,0.1,C
2024,9,19,0.0,C
2024,9,20,4.4,C
2024,9,21,61.2,C
2024,9,22,27.3,C
2024,9,23,22.5,C
2024,9,24,65.1,C
2024,9,25,3.7,C
2024,9,26,0.0,C
2024,9,27,0.0,C
2024,9,28,2.3,C
2024,9,29,5.8,C
2024,9,30,0.0,C
2024,10,1,0.0,C
2024,10,2,0.0,C
2024,10,3,0.0,C
2024,10,4,0.0,C
2024,10,5,0.0,C
2024,10,6,0.0,C
2024,10,7,0.0,C
2024,10,8,0.0,C
2024,10,9,0.0,C
2024,10,10,0.0,C
2024,10,11,16.0,C
2024,10,12,0.0,C
2024,10,13,0.0,C
2024,10,14,0.0,C
2024,10,15,0.0,C
2024,10,16,0.0,C
2024,10,17,0.0,C
2024,10,18,0.0,C
2024,10,19,0.0,C
2024,10,20,0.3,C
2024,10,21,0.0,C
2024,10,22,0.0,C
2024,10,23,0.0,C
2024,10,24,0.0,C
2024,10,25,0.0,C
2024,10,26,0.7,C
2024,10,27,0.0,C
2024,10,28,0.0,C
2024,10,29,0.0,C
2024,10,30,0.0,C
2024,10,31,0.0,C
2024,11,1,0.0,C
2024,11,2,0.0,C
2024,11,3,0.0,C
2024,11,4,0.1,C
2024,11,5,0.6,C
2024,11,6,0.0,C
2024,11,7,0.0,C
2024,11,8,0.0,C
2024,11,9,2.0,C
2024,11,10,7.1,C
2024,11,11,0.0,C
2024,11,12,0.0,C
2024,11,13,16.1,C
2024,11,14,8.5,C
2024,11,15,39.9,C
2024,11,16,27.6,C
2024,11,17,9.3,C
2024,11,18,0.0,C
2024,11,19,8.4,C
2024,11,20,71.7,C
2024,11,21,7.8,C
2024,11,22,0.0,C
2024,11,23,0.0,C
2024,11,24,0.8,C
2024,11,25,0.1,C
2024,11,26,2.3,C
2024,11,27,0.0,C
2024,11,28,0.0,C
2024,11,29,0.0,C
2024,11,30,0.0,C
2024,12,1,0.0,C
2024,12,2,0.0,C
2024,12,3,0.0,C
2024,12,4,0.0,C
2024,12,5,0.0,C
2024,12,6,0.0,C
2024,12,7,0.0,C
2024,12,8,0.0,C
2024,12,9,0.0,C
2024,12,10,0.0,C
2024,12,11,0.0,C
2024,12,12,0.0,C
2024,12,13,0.0,C
2024,12,14,0.0,C
2024,12,15,0.0,C
2024,12,16,0.0,C
2024,12,17,0.0,C
2024,12,18,0.0,C
2024,12,19,0.0,C
2024,12,20,0.0,C
2024,12,21,0.0,C
2024,12,22,0.0,C
2024,12,23,0.0,C
2024,12,24,0.0,C
2024,12,25,0.0,C
2024,12,26,0.0,C
2024,12,27,0.0,C
2024,12,28,0.0,C
2024,12,29,0.0,C
2024,12,30,0.0,C
2024,12,31,0.0,C
2025,1,1,0.0,C
2025,1,2,0.0,C
2025,1,3,0.0,C
2025,1,4,0.0,C
2025,1,5,0.3,C
2025,1,6,0.0,C
2025,1,7,0.0,C
2025,1,8,0.0,C
2025,1,9,0.0,C
2025,1,10,0.0,C
2025,1,11,0.0,C
2025,1,12,0.0,C
2025,1,13,0.0,C
2025,1,14,0.0,C
2025,1,15,0.0,C
2025,1,16,0.0,C
2025,1,17,0.0,C
2025,1,18,0.0,C
2025,1,19,0.0,C
2025,1,20,0.0,C
2025,1,21,0.3,C
2025,1,22,0.5,C
2025,1,23,2.2,C
2025,1,24,0.0,C
2025,1,25,0.0,C
2025,1,26,0.0,C
2025,1,27,0.0,C
2025,1,28,0.0,C
2025,1,29,0.0,C
2025,1,30,0.0,C
2025,1,31,0.0,C
2025,2,1,0.0,C
2025,2,2,0.0,C
2025,2,3,0.0,C
2025,2,4,0.0,C
2025,2,5,0.0,C
2025,2,6,0.0,C
2025,2,7,0.0,C
2025,2,8,0.0,C
2025,2,9,0.0,C
2025,2,10,0.0,C
2025,2,11,0.0,C
2025,2,12,26.3,C
2025,2,13,0.1,C
2025,2,14,0.3,C
2025,2,15,0.0,C
2025,2,16,0.0,C
2025,2,17,0.0,C
2025,2,18,0.0,C
2025,2,19,0.0,C
2025,2,20,0.0,C
2025,2,21,0.0,C
2025,2,22,0.0,C
2025,2,23,0.0,C
2025,2,24,0.0,C
2025,2,25,0.0,C
2025,2,26,0.7,C
2025,2,27,0.0,C
2025,2,28,0.0,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
